resultId,raceId,driverId,constructorId,number,grid,position,positionOrder,points,laps,milliseconds,fastestLap,rank,statusId,date,results_rownum
251,30,1,1,22.0,1,3.0,3,6.0,44,4989933.0,20.0,2.0,1,2008-09-07 12:00:00,results_251
252,30,4,4,5.0,6,4.0,4,5.0,44,4993872.0,25.0,9.0,1,2008-09-07 12:00:00,results_252
253,30,20,5,15.0,10,5.0,5,4.0,44,4993970.0,16.0,8.0,1,2008-09-07 12:00:00,results_253
254,30,9,2,4.0,8,6.0,6,3.0,44,4994431.0,36.0,5.0,1,2008-09-07 12:00:00,results_254
255,30,7,5,14.0,9,7.0,7,2.0,44,4996129.0,31.0,6.0,1,2008-09-07 12:00:00,results_255
256,30,17,9,10.0,7,8.0,8,1.0,44,5022170.0,34.0,10.0,1,2008-09-07 12:00:00,results_256
257,30,10,7,12.0,13,9.0,9,0.0,44,5046439.0,37.0,12.0,1,2008-09-07 12:00:00,results_257
258,30,5,1,23.0,3,10.0,10,0.0,43,,35.0,4.0,6,2008-09-07 12:00:00,results_258
259,30,14,9,9.0,14,11.0,11,0.0,43,,19.0,11.0,11,2008-09-07 12:00:00,results_259
260,30,3,3,7.0,15,12.0,12,0.0,43,,32.0,15.0,11,2008-09-07 12:00:00,results_260
261,30,16,10,20.0,18,13.0,13,0.0,43,,27.0,13.0,11,2008-09-07 12:00:00,results_261
262,30,6,3,8.0,19,14.0,14,0.0,43,,35.0,17.0,11,2008-09-07 12:00:00,results_262
263,30,18,11,16.0,17,15.0,15,0.0,43,,19.0,16.0,11,2008-09-07 12:00:00,results_263
264,30,15,7,11.0,11,16.0,16,0.0,43,,32.0,14.0,11,2008-09-07 12:00:00,results_264
265,30,21,10,21.0,20,17.0,17,0.0,43,,17.0,19.0,11,2008-09-07 12:00:00,results_265
266,30,8,6,1.0,4,18.0,18,0.0,42,,24.0,1.0,20,2008-09-07 12:00:00,results_266
267,30,22,11,17.0,16,,19,0.0,19,,10.0,20.0,6,2008-09-07 12:00:00,results_267
268,30,12,4,6.0,12,,20,0.0,13,,12.0,18.0,20,2008-09-07 12:00:00,results_268
269,31,20,5,15.0,1,1.0,1,10.0,53,5207494.0,53.0,14.0,1,2008-09-14 12:00:00,results_269
270,31,5,1,23.0,2,2.0,2,8.0,53,5220006.0,53.0,13.0,1,2008-09-14 12:00:00,results_270
271,31,9,2,4.0,11,3.0,3,6.0,53,5227965.0,52.0,12.0,1,2008-09-14 12:00:00,results_271
272,31,4,4,5.0,8,4.0,4,5.0,53,5231397.0,51.0,9.0,1,2008-09-14 12:00:00,results_272
273,31,2,2,3.0,10,5.0,5,4.0,53,5235242.0,53.0,6.0,1,2008-09-14 12:00:00,results_273
274,31,13,6,2.0,6,6.0,6,3.0,53,5236310.0,52.0,4.0,1,2008-09-14 12:00:00,results_274
275,31,1,1,22.0,15,7.0,7,2.0,53,5237406.0,52.0,5.0,1,2008-09-14 12:00:00,results_275
276,31,17,9,10.0,3,8.0,8,1.0,53,5239542.0,52.0,3.0,1,2008-09-14 12:00:00,results_276
277,31,8,6,1.0,14,9.0,9,0.0,53,5246962.0,53.0,1.0,1,2008-09-14 12:00:00,results_277
278,31,12,4,6.0,17,10.0,10,0.0,53,5261939.0,53.0,16.0,1,2008-09-14 12:00:00,results_278
279,31,10,7,12.0,9,11.0,11,0.0,53,5266382.0,53.0,8.0,1,2008-09-14 12:00:00,results_279
280,31,6,3,8.0,18,12.0,12,0.0,53,5269509.0,53.0,11.0,1,2008-09-14 12:00:00,results_280
281,31,15,7,11.0,7,13.0,13,0.0,53,5273448.0,52.0,15.0,1,2008-09-14 12:00:00,results_281
282,31,3,3,7.0,5,14.0,14,0.0,53,5276129.0,53.0,10.0,1,2008-09-14 12:00:00,results_282
283,31,18,11,16.0,19,15.0,15,0.0,53,5280864.0,52.0,7.0,1,2008-09-14 12:00:00,results_283
284,31,14,9,9.0,13,16.0,16,0.0,52,,49.0,17.0,11,2008-09-14 12:00:00,results_284
285,31,22,11,17.0,16,17.0,17,0.0,52,,42.0,19.0,11,2008-09-14 12:00:00,results_285
286,31,7,5,14.0,4,18.0,18,0.0,52,,52.0,2.0,11,2008-09-14 12:00:00,results_286
287,31,16,10,20.0,20,19.0,19,0.0,51,,51.0,18.0,12,2008-09-14 12:00:00,results_287
288,31,21,10,21.0,12,,20,0.0,11,,6.0,20.0,3,2008-09-14 12:00:00,results_288
289,32,4,4,5.0,15,1.0,1,10.0,61,7036304.0,55.0,3.0,1,2008-09-28 12:00:00,results_289
290,32,3,3,7.0,8,2.0,2,8.0,61,7039261.0,39.0,5.0,1,2008-09-28 12:00:00,results_290
291,32,1,1,22.0,2,3.0,3,6.0,61,7042221.0,14.0,4.0,1,2008-09-28 12:00:00,results_291
292,32,10,7,12.0,7,4.0,4,5.0,61,7044459.0,50.0,8.0,1,2008-09-28 12:00:00,results_292
293,32,20,5,15.0,6,5.0,5,4.0,61,7046572.0,13.0,9.0,1,2008-09-28 12:00:00,results_293
294,32,2,2,3.0,9,6.0,6,3.0,61,7047405.0,14.0,11.0,1,2008-09-28 12:00:00,results_294
295,32,14,9,9.0,14,7.0,7,2.0,61,7052691.0,41.0,13.0,1,2008-09-28 12:00:00,results_295
296,32,6,3,8.0,10,8.0,8,1.0,61,7054793.0,13.0,10.0,1,2008-09-28 12:00:00,results_296
297,32,18,11,16.0,12,9.0,9,0.0,61,7056189.0,61.0,15.0,1,2008-09-28 12:00:00,results_297
298,32,5,1,23.0,5,10.0,10,0.0,61,7063206.0,14.0,12.0,1,2008-09-28 12:00:00,results_298
299,32,9,2,4.0,4,11.0,11,0.0,61,7064279.0,14.0,6.0,1,2008-09-28 12:00:00,results_299
300,32,7,5,14.0,17,12.0,12,0.0,61,7065736.0,29.0,14.0,1,2008-09-28 12:00:00,results_300
301,32,13,6,2.0,1,13.0,13,0.0,61,7071474.0,13.0,2.0,1,2008-09-28 12:00:00,results_301
302,32,21,10,21.0,20,14.0,14,0.0,61,7079875.0,28.0,16.0,1,2008-09-28 12:00:00,results_302
303,32,8,6,1.0,3,15.0,15,0.0,57,,14.0,1.0,3,2008-09-28 12:00:00,results_303
304,32,15,7,11.0,11,,16,0.0,50,,32.0,7.0,9,2008-09-28 12:00:00,results_304
305,32,16,10,20.0,19,,17,0.0,49,,38.0,18.0,3,2008-09-28 12:00:00,results_305
306,32,17,9,10.0,13,,18,0.0,29,,13.0,17.0,7,2008-09-28 12:00:00,results_306
307,32,22,11,17.0,18,,19,0.0,14,,13.0,19.0,26,2008-09-28 12:00:00,results_307
308,32,12,4,6.0,16,,20,0.0,13,,13.0,20.0,3,2008-09-28 12:00:00,results_308
309,33,4,4,5.0,4,1.0,1,10.0,67,5421892.0,41.0,3.0,1,2008-10-12 04:30:00,results_309
310,33,9,2,4.0,6,2.0,2,8.0,67,5427175.0,16.0,7.0,1,2008-10-12 04:30:00,results_310
311,33,8,6,1.0,2,3.0,3,6.0,67,5428292.0,66.0,2.0,1,2008-10-12 04:30:00,results_311
312,33,12,4,6.0,12,4.0,4,5.0,67,5442462.0,54.0,4.0,1,2008-10-12 04:30:00,results_312
313,33,15,7,11.0,7,5.0,5,4.0,67,5445659.0,18.0,9.0,1,2008-10-12 04:30:00,results_313
314,33,20,5,15.0,9,6.0,6,3.0,67,5461099.0,21.0,12.0,1,2008-10-12 04:30:00,results_314
315,33,13,6,2.0,5,7.0,7,2.0,67,5468050.0,55.0,1.0,1,2008-10-12 04:30:00,results_315
316,33,17,9,10.0,13,8.0,8,1.0,67,5472703.0,30.0,13.0,1,2008-10-12 04:30:00,results_316
317,33,2,2,3.0,16,9.0,9,0.0,67,5476012.0,67.0,8.0,1,2008-10-12 04:30:00,results_317
318,33,7,5,14.0,10,10.0,10,0.0,67,5480977.0,49.0,6.0,1,2008-10-12 04:30:00,results_318
319,33,3,3,7.0,15,11.0,11,0.0,67,5483988.0,66.0,10.0,1,2008-10-12 04:30:00,results_319
320,33,1,1,22.0,1,12.0,12,0.0,67,5500792.0,65.0,11.0,1,2008-10-12 04:30:00,results_320
321,33,22,11,17.0,17,13.0,13,0.0,66,,66.0,16.0,11,2008-10-12 04:30:00,results_321
322,33,18,11,16.0,18,14.0,14,0.0,66,,66.0,17.0,11,2008-10-12 04:30:00,results_322
323,33,6,3,8.0,14,15.0,15,0.0,66,,32.0,15.0,11,2008-10-12 04:30:00,results_323
324,33,21,10,21.0,20,,16,0.0,21,,20.0,19.0,6,2008-10-12 04:30:00,results_324
325,33,5,1,23.0,3,,17,0.0,16,,12.0,5.0,5,2008-10-12 04:30:00,results_325
326,33,16,10,20.0,19,,18,0.0,8,,6.0,18.0,27,2008-10-12 04:30:00,results_326
327,33,10,7,12.0,8,,19,0.0,6,,4.0,14.0,28,2008-10-12 04:30:00,results_327
328,33,14,9,9.0,11,,20,0.0,0,,,,4,2008-10-12 04:30:00,results_328
329,34,1,1,22.0,1,1.0,1,10.0,56,5517403.0,13.0,1.0,1,2008-10-19 07:00:00,results_329
330,34,13,6,2.0,3,2.0,2,8.0,56,5532328.0,36.0,4.0,1,2008-10-19 07:00:00,results_330
331,34,8,6,1.0,2,3.0,3,6.0,56,5533848.0,14.0,2.0,1,2008-10-19 07:00:00,results_331
332,34,4,4,5.0,4,4.0,4,5.0,56,5535773.0,56.0,5.0,1,2008-10-19 07:00:00,results_332
333,34,2,2,3.0,9,5.0,5,4.0,56,5546326.0,56.0,3.0,1,2008-10-19 07:00:00,results_333
334,34,9,2,4.0,11,6.0,6,3.0,56,5550622.0,56.0,7.0,1,2008-10-19 07:00:00,results_334
335,34,10,7,12.0,12,7.0,7,2.0,56,5559125.0,56.0,6.0,1,2008-10-19 07:00:00,results_335
336,34,12,4,6.0,10,8.0,8,1.0,56,5574048.0,56.0,8.0,1,2008-10-19 07:00:00,results_336
337,34,20,5,15.0,6,9.0,9,0.0,56,5581742.0,55.0,9.0,1,2008-10-19 07:00:00,results_337
338,34,14,9,9.0,15,10.0,10,0.0,56,5592245.0,27.0,14.0,1,2008-10-19 07:00:00,results_338
339,34,22,11,17.0,13,11.0,11,0.0,56,5602464.0,56.0,16.0,1,2008-10-19 07:00:00,results_339
340,34,6,3,8.0,17,12.0,12,0.0,56,5608250.0,54.0,17.0,1,2008-10-19 07:00:00,results_340
341,34,7,5,14.0,8,13.0,13,0.0,56,5608860.0,36.0,12.0,1,2008-10-19 07:00:00,results_341
342,34,17,9,10.0,16,14.0,14,0.0,56,5609825.0,10.0,13.0,1,2008-10-19 07:00:00,results_342
343,34,3,3,7.0,14,15.0,15,0.0,55,,38.0,10.0,11,2008-10-19 07:00:00,results_343
344,34,18,11,16.0,18,16.0,16,0.0,55,,54.0,15.0,11,2008-10-19 07:00:00,results_344
345,34,21,10,21.0,20,17.0,17,0.0,55,,54.0,18.0,11,2008-10-19 07:00:00,results_345
346,34,5,1,23.0,5,,18,0.0,49,,32.0,11.0,9,2008-10-19 07:00:00,results_346
347,34,16,10,20.0,19,,19,0.0,13,,13.0,19.0,5,2008-10-19 07:00:00,results_347
348,34,15,7,11.0,7,,20,0.0,2,,2.0,20.0,4,2008-10-19 07:00:00,results_348
349,35,13,6,2.0,1,1.0,1,10.0,71,5651435.0,36.0,1.0,1,2008-11-02 17:00:00,results_349
350,35,4,4,5.0,6,2.0,2,8.0,71,5664733.0,39.0,8.0,1,2008-11-02 17:00:00,results_350
351,35,8,6,1.0,3,3.0,3,6.0,71,5667670.0,59.0,3.0,1,2008-11-02 17:00:00,results_351
352,35,20,5,15.0,7,4.0,4,5.0,71,5689446.0,25.0,7.0,1,2008-11-02 17:00:00,results_352
353,35,1,1,22.0,4,5.0,5,4.0,71,5690342.0,31.0,4.0,1,2008-11-02 17:00:00,results_353
354,35,10,7,12.0,10,6.0,6,3.0,71,5695803.0,32.0,2.0,1,2008-11-02 17:00:00,results_354
355,35,5,1,23.0,5,7.0,7,2.0,71,5706509.0,36.0,6.0,1,2008-11-02 17:00:00,results_355
356,35,15,7,11.0,2,8.0,8,1.0,71,5719868.0,40.0,5.0,1,2008-11-02 17:00:00,results_356
357,35,17,9,10.0,12,9.0,9,0.0,71,5731101.0,40.0,14.0,1,2008-11-02 17:00:00,results_357
358,35,2,2,3.0,8,10.0,10,0.0,70,,41.0,10.0,11,2008-11-02 17:00:00,results_358
359,35,9,2,4.0,13,11.0,11,0.0,70,,61.0,9.0,11,2008-11-02 17:00:00,results_359
360,35,3,3,7.0,18,12.0,12,0.0,70,,35.0,12.0,11,2008-11-02 17:00:00,results_360
361,35,18,11,16.0,17,13.0,13,0.0,70,,59.0,11.0,11,2008-11-02 17:00:00,results_361
362,35,7,5,14.0,9,14.0,14,0.0,70,,57.0,13.0,11,2008-11-02 17:00:00,results_362
363,35,22,11,17.0,15,15.0,15,0.0,70,,35.0,16.0,11,2008-11-02 17:00:00,results_363
364,35,16,10,20.0,20,16.0,16,0.0,69,,60.0,17.0,12,2008-11-02 17:00:00,results_364
365,35,6,3,8.0,16,17.0,17,0.0,69,,50.0,18.0,12,2008-11-02 17:00:00,results_365
366,35,21,10,21.0,19,18.0,18,0.0,69,,36.0,15.0,12,2008-11-02 17:00:00,results_366
367,35,12,4,6.0,11,,19,0.0,0,,,,3,2008-11-02 17:00:00,results_367
368,35,14,9,9.0,14,,20,0.0,0,,,,4,2008-11-02 17:00:00,results_368
369,36,8,6,6.0,1,1.0,1,10.0,58,5128770.0,41.0,1.0,1,2007-03-18 03:00:00,results_369
370,36,4,1,1.0,2,2.0,2,8.0,58,5136012.0,20.0,2.0,1,2007-03-18 03:00:00,results_370
371,36,1,1,2.0,4,3.0,3,6.0,58,5147365.0,20.0,3.0,1,2007-03-18 03:00:00,results_371
372,36,2,2,9.0,3,4.0,4,5.0,58,5167533.0,37.0,6.0,1,2007-03-18 03:00:00,results_372
373,36,21,4,3.0,6,5.0,5,4.0,58,5195239.0,18.0,7.0,1,2007-03-18 03:00:00,results_373
374,36,13,6,5.0,22,6.0,6,3.0,58,5195575.0,28.0,8.0,1,2007-03-18 03:00:00,results_374
375,36,3,3,16.0,12,7.0,7,2.0,57,,40.0,5.0,11,2007-03-18 03:00:00,results_375
376,36,23,7,11.0,9,8.0,8,1.0,57,,42.0,12.0,11,2007-03-18 03:00:00,results_376
377,36,15,7,12.0,8,9.0,9,0.0,57,,45.0,13.0,11,2007-03-18 03:00:00,results_377
378,36,5,4,4.0,13,10.0,10,0.0,57,,44.0,10.0,11,2007-03-18 03:00:00,results_378
379,36,22,11,8.0,16,11.0,11,0.0,57,,17.0,14.0,11,2007-03-18 03:00:00,results_379
380,36,11,8,22.0,10,12.0,12,0.0,57,,20.0,18.0,11,2007-03-18 03:00:00,results_380
381,36,17,9,15.0,7,13.0,13,0.0,57,,21.0,9.0,11,2007-03-18 03:00:00,results_381
382,36,24,5,18.0,19,14.0,14,0.0,57,,44.0,15.0,11,2007-03-18 03:00:00,results_382
383,36,18,11,7.0,14,15.0,15,0.0,57,,42.0,17.0,11,2007-03-18 03:00:00,results_383
384,36,19,8,23.0,11,16.0,16,0.0,56,,41.0,19.0,12,2007-03-18 03:00:00,results_384
385,36,16,12,20.0,20,17.0,17,0.0,56,,40.0,20.0,12,2007-03-18 03:00:00,results_385
386,36,25,3,17.0,15,,18,0.0,48,,24.0,16.0,4,2007-03-18 03:00:00,results_386
387,36,14,9,14.0,18,,19,0.0,48,,44.0,11.0,4,2007-03-18 03:00:00,results_387
388,36,9,2,10.0,5,,20,0.0,36,,19.0,4.0,6,2007-03-18 03:00:00,results_388
389,36,26,5,19.0,17,,21,0.0,28,,22.0,21.0,29,2007-03-18 03:00:00,results_389
390,36,27,12,21.0,21,,22,0.0,10,,9.0,22.0,3,2007-03-18 03:00:00,results_390
391,37,4,1,1.0,2,1.0,1,10.0,56,5534930.0,42.0,2.0,1,2007-04-08 07:00:00,results_391
392,37,1,1,2.0,4,2.0,2,8.0,56,5552487.0,22.0,1.0,1,2007-04-08 07:00:00,results_392
393,37,8,6,6.0,3,3.0,3,6.0,56,5553269.0,40.0,4.0,1,2007-04-08 07:00:00,results_393
394,37,2,2,9.0,5,4.0,4,5.0,56,5568707.0,55.0,5.0,1,2007-04-08 07:00:00,results_394
395,37,13,6,5.0,1,5.0,5,4.0,56,5571635.0,42.0,3.0,1,2007-04-08 07:00:00,results_395
396,37,21,4,3.0,12,6.0,6,3.0,56,5600568.0,44.0,9.0,1,2007-04-08 07:00:00,results_396
397,37,15,7,12.0,8,7.0,7,2.0,56,5605062.0,40.0,10.0,1,2007-04-08 07:00:00,results_397
398,37,5,4,4.0,11,8.0,8,1.0,56,5606945.0,41.0,7.0,1,2007-04-08 07:00:00,results_398
399,37,25,3,17.0,19,9.0,9,0.0,56,5624854.0,19.0,8.0,1,2007-04-08 07:00:00,results_399
400,37,17,9,15.0,10,10.0,10,0.0,56,5628486.0,55.0,14.0,1,2007-04-08 07:00:00,results_400
401,37,22,11,8.0,22,11.0,11,0.0,55,,32.0,15.0,11,2007-04-08 07:00:00,results_401
402,37,18,11,7.0,15,12.0,12,0.0,55,,54.0,16.0,11,2007-04-08 07:00:00,results_402
403,37,11,8,22.0,14,13.0,13,0.0,55,,37.0,13.0,11,2007-04-08 07:00:00,results_403
404,37,26,5,19.0,17,14.0,14,0.0,55,,54.0,18.0,11,2007-04-08 07:00:00,results_404
405,37,23,7,11.0,9,15.0,15,0.0,55,,52.0,19.0,11,2007-04-08 07:00:00,results_405
406,37,19,8,23.0,18,16.0,16,0.0,55,,32.0,20.0,11,2007-04-08 07:00:00,results_406
407,37,24,5,18.0,16,17.0,17,0.0,55,,21.0,12.0,11,2007-04-08 07:00:00,results_407
408,37,9,2,10.0,7,18.0,18,0.0,55,,53.0,17.0,11,2007-04-08 07:00:00,results_408
409,37,3,3,16.0,6,,19,0.0,42,,18.0,6.0,9,2007-04-08 07:00:00,results_409
410,37,14,9,14.0,13,,20,0.0,36,,28.0,11.0,23,2007-04-08 07:00:00,results_410
411,37,27,12,21.0,20,,21,0.0,7,,5.0,21.0,5,2007-04-08 07:00:00,results_411
412,37,16,12,20.0,21,,22,0.0,0,,,,4,2007-04-08 07:00:00,results_412
413,38,13,6,5.0,1,1.0,1,10.0,57,5607515.0,42.0,1.0,1,2007-04-15 11:30:00,results_413
414,38,1,1,2.0,2,2.0,2,8.0,57,5609875.0,18.0,2.0,1,2007-04-15 11:30:00,results_414
415,38,8,6,6.0,3,3.0,3,6.0,57,5618354.0,39.0,3.0,1,2007-04-15 11:30:00,results_415
416,38,2,2,9.0,5,4.0,4,5.0,57,5621346.0,38.0,5.0,1,2007-04-15 11:30:00,results_416
417,38,4,1,1.0,4,5.0,5,4.0,57,5621941.0,46.0,4.0,1,2007-04-15 11:30:00,results_417
418,38,9,2,10.0,6,6.0,6,3.0,57,5653044.0,46.0,6.0,1,2007-04-15 11:30:00,results_418
419,38,15,7,12.0,9,7.0,7,2.0,57,5688886.0,40.0,7.0,1,2007-04-15 11:30:00,results_419
420,38,21,4,3.0,7,8.0,8,1.0,57,5689216.0,51.0,8.0,1,2007-04-15 11:30:00,results_420
421,38,5,4,4.0,12,9.0,9,0.0,57,5696926.0,27.0,10.0,1,2007-04-15 11:30:00,results_421
422,38,3,3,16.0,10,10.0,10,0.0,57,5697431.0,51.0,11.0,1,2007-04-15 11:30:00,results_422
423,38,25,3,17.0,11,11.0,11,0.0,56,,27.0,16.0,11,2007-04-15 11:30:00,results_423
424,38,23,7,11.0,14,12.0,12,0.0,56,,37.0,15.0,11,2007-04-15 11:30:00,results_424
425,38,22,11,8.0,15,13.0,13,0.0,56,,50.0,14.0,11,2007-04-15 11:30:00,results_425
426,38,27,12,21.0,22,14.0,14,0.0,55,,40.0,20.0,12,2007-04-15 11:30:00,results_426
427,38,16,12,20.0,20,15.0,15,0.0,53,,45.0,19.0,14,2007-04-15 11:30:00,results_427
428,38,19,8,23.0,13,16.0,16,0.0,51,,27.0,17.0,5,2007-04-15 11:30:00,results_428
429,38,17,9,15.0,8,,17,0.0,41,,37.0,12.0,6,2007-04-15 11:30:00,results_429
430,38,14,9,14.0,21,,18,0.0,36,,34.0,9.0,30,2007-04-15 11:30:00,results_430
431,38,11,8,22.0,17,,19,0.0,34,,23.0,18.0,5,2007-04-15 11:30:00,results_431
432,38,24,5,18.0,18,,20,0.0,26,,23.0,13.0,9,2007-04-15 11:30:00,results_432
433,38,18,11,7.0,16,,21,0.0,0,,,,4,2007-04-15 11:30:00,results_433
434,38,26,5,19.0,19,,22,0.0,0,,,,4,2007-04-15 11:30:00,results_434
435,39,13,6,5.0,1,1.0,1,10.0,65,5496230.0,14.0,1.0,1,2007-05-13 12:00:00,results_435
436,39,1,1,2.0,4,2.0,2,8.0,65,5503020.0,20.0,2.0,1,2007-05-13 12:00:00,results_436
437,39,4,1,1.0,2,3.0,3,6.0,65,5513686.0,17.0,3.0,1,2007-05-13 12:00:00,results_437
438,39,9,2,10.0,5,4.0,4,5.0,65,5527845.0,20.0,5.0,1,2007-05-13 12:00:00,results_438
439,39,14,9,14.0,9,5.0,5,4.0,65,5554561.0,18.0,8.0,1,2007-05-13 12:00:00,results_439
440,39,3,3,16.0,11,6.0,6,3.0,65,5555768.0,60.0,10.0,1,2007-05-13 12:00:00,results_440
441,39,5,4,4.0,8,7.0,7,2.0,65,5558358.0,32.0,4.0,1,2007-05-13 12:00:00,results_441
442,39,11,8,22.0,13,8.0,8,1.0,64,,23.0,12.0,11,2007-05-13 12:00:00,results_442
443,39,21,4,3.0,10,9.0,9,0.0,64,,57.0,9.0,11,2007-05-13 12:00:00,results_443
444,39,22,11,8.0,12,10.0,10,0.0,64,,16.0,14.0,11,2007-05-13 12:00:00,results_444
445,39,19,8,23.0,15,11.0,11,0.0,64,,59.0,15.0,11,2007-05-13 12:00:00,results_445
446,39,18,11,7.0,14,12.0,12,0.0,64,,64.0,13.0,11,2007-05-13 12:00:00,results_446
447,39,16,12,20.0,20,13.0,13,0.0,63,,57.0,16.0,12,2007-05-13 12:00:00,results_447
448,39,27,12,21.0,21,14.0,14,0.0,63,,61.0,18.0,12,2007-05-13 12:00:00,results_448
449,39,2,2,9.0,7,,15,0.0,46,,22.0,7.0,6,2007-05-13 12:00:00,results_449
450,39,23,7,11.0,17,,16,0.0,44,,37.0,11.0,22,2007-05-13 12:00:00,results_450
451,39,24,5,18.0,16,,17,0.0,19,,18.0,17.0,31,2007-05-13 12:00:00,results_451
452,39,26,5,19.0,22,,18,0.0,9,,6.0,20.0,27,2007-05-13 12:00:00,results_452
453,39,8,6,6.0,3,,19,0.0,9,,7.0,6.0,22,2007-05-13 12:00:00,results_453
454,39,15,7,12.0,6,,20,0.0,8,,6.0,19.0,32,2007-05-13 12:00:00,results_454
455,39,17,9,15.0,19,,21,0.0,7,,4.0,21.0,9,2007-05-13 12:00:00,results_455
456,39,25,3,17.0,18,,22,0.0,1,,,,4,2007-05-13 12:00:00,results_456
457,40,4,1,1.0,1,1.0,1,10.0,78,6029329.0,44.0,1.0,1,2007-05-27 12:00:00,results_457
458,40,1,1,2.0,2,2.0,2,8.0,78,6033424.0,28.0,2.0,1,2007-05-27 12:00:00,results_458
459,40,13,6,5.0,3,3.0,3,6.0,78,6098443.0,47.0,4.0,1,2007-05-27 12:00:00,results_459
460,40,21,4,3.0,4,4.0,4,5.0,77,,54.0,5.0,11,2007-05-27 12:00:00,results_460
461,40,9,2,10.0,8,5.0,5,4.0,77,,39.0,3.0,11,2007-05-27 12:00:00,results_461
462,40,2,2,9.0,7,6.0,6,3.0,77,,30.0,12.0,11,2007-05-27 12:00:00,results_462
463,40,25,3,17.0,11,7.0,7,2.0,77,,40.0,7.0,11,2007-05-27 12:00:00,results_463
464,40,8,6,6.0,16,8.0,8,1.0,77,,62.0,6.0,11,2007-05-27 12:00:00,results_464
465,40,26,5,19.0,18,9.0,9,0.0,77,,73.0,10.0,11,2007-05-27 12:00:00,results_465
466,40,22,11,8.0,9,10.0,10,0.0,77,,69.0,13.0,11,2007-05-27 12:00:00,results_466
467,40,18,11,7.0,10,11.0,11,0.0,77,,40.0,9.0,11,2007-05-27 12:00:00,results_467
468,40,3,3,16.0,5,12.0,12,0.0,77,,70.0,11.0,11,2007-05-27 12:00:00,results_468
469,40,5,4,4.0,15,13.0,13,0.0,76,,72.0,14.0,5,2007-05-27 12:00:00,results_469
470,40,14,9,14.0,13,14.0,14,0.0,76,,75.0,8.0,12,2007-05-27 12:00:00,results_470
471,40,15,7,12.0,14,15.0,15,0.0,76,,53.0,18.0,12,2007-05-27 12:00:00,results_471
472,40,23,7,11.0,20,16.0,16,0.0,76,,47.0,17.0,12,2007-05-27 12:00:00,results_472
473,40,11,8,22.0,21,17.0,17,0.0,76,,74.0,15.0,12,2007-05-27 12:00:00,results_473
474,40,19,8,23.0,17,18.0,18,0.0,76,,63.0,16.0,12,2007-05-27 12:00:00,results_474
475,40,27,12,21.0,22,19.0,19,0.0,70,,70.0,20.0,30,2007-05-27 12:00:00,results_475
476,40,16,12,20.0,19,,20,0.0,53,,34.0,19.0,3,2007-05-27 12:00:00,results_476
477,40,17,9,15.0,6,,21,0.0,17,,17.0,21.0,6,2007-05-27 12:00:00,results_477
478,40,24,5,18.0,12,,22,0.0,2,,,,3,2007-05-27 12:00:00,results_478
479,41,1,1,2.0,1,1.0,1,10.0,70,6251292.0,37.0,2.0,1,2007-06-10 17:00:00,results_479
480,41,2,2,9.0,3,2.0,2,8.0,70,6255635.0,19.0,3.0,1,2007-06-10 17:00:00,results_480
481,41,25,3,17.0,19,3.0,3,6.0,70,6256617.0,67.0,11.0,1,2007-06-10 17:00:00,results_481
482,41,5,4,4.0,22,4.0,4,5.0,70,6258021.0,67.0,13.0,1,2007-06-10 17:00:00,results_482
483,41,8,6,6.0,4,5.0,5,4.0,70,6264299.0,21.0,5.0,1,2007-06-10 17:00:00,results_483
484,41,11,8,22.0,11,6.0,6,3.0,70,6267990.0,47.0,12.0,1,2007-06-10 17:00:00,results_484
485,41,4,1,1.0,2,7.0,7,2.0,70,6273228.0,46.0,1.0,1,2007-06-10 17:00:00,results_485
486,41,23,7,11.0,18,8.0,8,1.0,70,6274180.0,38.0,10.0,1,2007-06-10 17:00:00,results_486
487,41,17,9,15.0,6,9.0,9,0.0,70,6274252.0,47.0,9.0,1,2007-06-10 17:00:00,results_487
488,41,3,3,16.0,7,10.0,10,0.0,70,6275276.0,42.0,6.0,1,2007-06-10 17:00:00,results_488
489,41,19,8,23.0,17,11.0,11,0.0,70,6275610.0,36.0,15.0,1,2007-06-10 17:00:00,results_489
490,41,22,11,8.0,13,12.0,12,0.0,70,6281731.0,62.0,14.0,1,2007-06-10 17:00:00,results_490
491,41,15,7,12.0,10,,13,0.0,58,,12.0,17.0,3,2007-06-10 17:00:00,results_491
492,41,24,5,18.0,12,,14,0.0,54,,9.0,19.0,3,2007-06-10 17:00:00,results_492
493,41,27,12,21.0,21,,15,0.0,47,,21.0,18.0,33,2007-06-10 17:00:00,results_493
494,41,14,9,14.0,14,,16,0.0,36,,19.0,16.0,6,2007-06-10 17:00:00,results_494
495,41,9,2,10.0,8,,17,0.0,26,,19.0,8.0,3,2007-06-10 17:00:00,results_495
496,41,16,12,20.0,20,,18,0.0,21,,20.0,20.0,3,2007-06-10 17:00:00,results_496
497,41,26,5,19.0,16,,19,0.0,8,,6.0,21.0,3,2007-06-10 17:00:00,results_497
498,41,18,11,7.0,15,,20,0.0,0,,,,6,2007-06-10 17:00:00,results_498
499,41,13,6,5.0,5,,21,0.0,51,,22.0,4.0,2,2007-06-10 17:00:00,results_499
500,41,21,4,3.0,9,,22,0.0,51,,22.0,7.0,2,2007-06-10 17:00:00,results_500
501,42,1,1,2.0,1,1.0,1,10.0,73,5469965.0,20.0,2.0,1,2007-06-17 17:00:00,results_501
