part_rownum|p_partkey|p_name|p_mfgr|p_brand|p_type|p_size|p_container|p_retailprice|p_comment
part_159|159|white orange antique beige aquamarine|Manufacturer#4           |Brand#43  |SMALL ANODIZED BRASS|46|SM BAG    |1059.15| ironic requests-- pe
part_160|160|frosted cornflower khaki salmon metallic|Manufacturer#5           |Brand#55  |STANDARD POLISHED COPPER|47|JUMBO CAN |1060.16|nts are carefully
part_161|161|metallic khaki navy forest cyan|Manufacturer#2           |Brand#22  |STANDARD PLATED TIN|17|SM PACK   |1061.16|r the bl
part_162|162|burlywood cornflower aquamarine misty snow|Manufacturer#3           |Brand#33  |MEDIUM ANODIZED COPPER|35|JUMBO PACK|1062.16|e slyly around th
part_163|163|blush metallic maroon lawn forest|Manufacturer#2           |Brand#21  |ECONOMY PLATED TIN|34|WRAP DRUM |1063.16|nly s
part_164|164|orange cyan magenta navajo indian|Manufacturer#2           |Brand#23  |LARGE PLATED BRASS|35|JUMBO BAG |1064.16|mong th
part_165|165|white dim cornflower sky seashell|Manufacturer#1           |Brand#15  |STANDARD PLATED STEEL|24|SM CAN    |1065.16| carefully fin
part_166|166|linen bisque tomato gainsboro goldenrod|Manufacturer#5           |Brand#52  |LARGE POLISHED COPPER|4|MED BAG   |1066.16|ss the
part_167|167|almond floral grey dim sky|Manufacturer#3           |Brand#32  |LARGE ANODIZED STEEL|46|WRAP BOX  |1067.16|ic ac
part_168|168|lace gainsboro burlywood smoke tomato|Manufacturer#1           |Brand#13  |SMALL BRUSHED COPPER|20|JUMBO DRUM|1068.16|ss package
part_169|169|bisque misty sky cornflower peach|Manufacturer#5           |Brand#55  |STANDARD POLISHED BRASS|10|JUMBO CASE|1069.16|lets alongside of
part_170|170|peru grey blanched goldenrod yellow|Manufacturer#3           |Brand#33  |LARGE POLISHED COPPER|28|LG DRUM   |1070.17|yly s
part_171|171|beige violet black magenta chartreuse|Manufacturer#1           |Brand#11  |STANDARD BURNISHED COPPER|40|LG JAR    |1071.17| the r
part_172|172|medium goldenrod linen sky coral|Manufacturer#5           |Brand#53  |PROMO PLATED NICKEL|28|MED CASE  |1072.17|quick as
part_173|173|chartreuse seashell powder navy grey|Manufacturer#1           |Brand#12  |ECONOMY BURNISHED TIN|17|LG CASE   |1073.17|sly bold excuses haggl
part_174|174|hot cornflower slate saddle pale|Manufacturer#1           |Brand#15  |ECONOMY BRUSHED COPPER|25|LG CASE   |1074.17| accounts nag ab
part_175|175|magenta blue chartreuse tan green|Manufacturer#1           |Brand#11  |PROMO ANODIZED TIN|45|JUMBO JAR |1075.17|ole against the
part_176|176|pink drab ivory papaya grey|Manufacturer#2           |Brand#24  |SMALL ANODIZED STEEL|40|MED CAN   |1076.17|blithely. ironic
part_177|177|indian turquoise purple green spring|Manufacturer#2           |Brand#21  |MEDIUM BRUSHED STEEL|42|LG BAG    |1077.17|ermanently eve
part_178|178|lace blanched magenta yellow almond|Manufacturer#1           |Brand#13  |STANDARD POLISHED TIN|10|LG JAR    |1078.17|regular instructions.
part_179|179|deep puff brown blue burlywood|Manufacturer#4           |Brand#43  |ECONOMY BRUSHED STEEL|20|LG JAR    |1079.17|ely regul
part_180|180|seashell maroon lace burnished lavender|Manufacturer#3           |Brand#33  |STANDARD BURNISHED NICKEL|7|WRAP BAG  |1080.18|oss the 
part_181|181|antique plum smoke pink dodger|Manufacturer#2           |Brand#24  |MEDIUM PLATED STEEL|19|WRAP CAN  |1081.18|al deposits 
part_182|182|beige cyan burlywood chiffon light|Manufacturer#3           |Brand#31  |MEDIUM ANODIZED COPPER|11|JUMBO CAN |1082.18|bits are 
part_183|183|ivory white burnished papaya cornflower|Manufacturer#5           |Brand#52  |PROMO POLISHED STEEL|35|LG PKG    |1083.18|ly regular excus
part_184|184|ghost honeydew cyan lawn powder|Manufacturer#5           |Brand#53  |SMALL POLISHED TIN|42|LG BOX    |1084.18|ding courts. idly iro
part_185|185|firebrick black ivory spring medium|Manufacturer#4           |Brand#44  |ECONOMY POLISHED TIN|4|WRAP BAG  |1085.18|even foxe
part_186|186|grey purple chocolate turquoise plum|Manufacturer#2           |Brand#23  |ECONOMY BRUSHED TIN|15|JUMBO PKG |1086.18|ly reg
part_187|187|white red lace deep pale|Manufacturer#4           |Brand#45  |PROMO ANODIZED BRASS|45|MED CAN   |1087.18|leep slyly s
part_188|188|moccasin steel rosy drab white|Manufacturer#5           |Brand#54  |ECONOMY ANODIZED BRASS|9|MED CAN   |1088.18| above the silent p
part_189|189|dodger moccasin lemon purple thistle|Manufacturer#2           |Brand#22  |MEDIUM BRUSHED BRASS|13|WRAP DRUM |1089.18|en requests. sauternes
part_190|190|chartreuse goldenrod midnight cornflower blush|Manufacturer#5           |Brand#53  |LARGE BURNISHED NICKEL|23|WRAP BAG  |1090.19| furiously even d
part_191|191|mint midnight puff forest peach|Manufacturer#3           |Brand#31  |MEDIUM POLISHED BRASS|36|WRAP BOX  |1091.19| asymptote
part_192|192|thistle puff pink cream orange|Manufacturer#3           |Brand#34  |STANDARD BRUSHED COPPER|17|MED BAG   |1092.19|uickly regular, expr
part_193|193|turquoise lime royal metallic azure|Manufacturer#4           |Brand#45  |ECONOMY BURNISHED BRASS|31|SM PKG    |1093.19|final ideas wake furi
part_194|194|brown black cream navy plum|Manufacturer#5           |Brand#51  |ECONOMY POLISHED STEEL|7|SM CAN    |1094.19|y special accoun
part_195|195|bisque sienna hot goldenrod khaki|Manufacturer#4           |Brand#41  |STANDARD BRUSHED NICKEL|40|MED CASE  |1095.19|oxes sleep care
part_196|196|pale peru linen hot maroon|Manufacturer#3           |Brand#33  |SMALL BURNISHED NICKEL|3|JUMBO JAR |1096.19|uickly special 
part_197|197|lawn lemon khaki rosy blue|Manufacturer#5           |Brand#52  |SMALL ANODIZED COPPER|18|SM JAR    |1097.19|lithely after the eve
part_198|198|orange cornflower indian aquamarine white|Manufacturer#4           |Brand#41  |PROMO BRUSHED NICKEL|43|SM PACK   |1098.19|ackages? carefully re
part_199|199|ivory slate lavender tan royal|Manufacturer#3           |Brand#31  |ECONOMY PLATED STEEL|23|JUMBO DRUM|1099.19|ickly regul
part_200|200|peach cornsilk navy rosy red|Manufacturer#5           |Brand#54  |MEDIUM POLISHED BRASS|22|LG PKG    |1100.20|furiously even depo
part_201|201|dodger white chiffon moccasin green|Manufacturer#4           |Brand#42  |SMALL POLISHED STEEL|18|JUMBO BAG |1101.20| courts sl
part_202|202|brown violet turquoise frosted navajo|Manufacturer#4           |Brand#45  |MEDIUM BRUSHED COPPER|49|MED DRUM  |1102.20| use slyly c
part_203|203|beige cornflower gainsboro chiffon wheat|Manufacturer#5           |Brand#55  |STANDARD ANODIZED STEEL|42|MED BAG   |1103.20|usual instructio
part_204|204|floral powder deep linen hot|Manufacturer#5           |Brand#54  |LARGE BURNISHED COPPER|22|SM JAR    |1104.20|egular pl
part_205|205|navajo bisque gainsboro forest coral|Manufacturer#5           |Brand#54  |ECONOMY PLATED NICKEL|2|JUMBO DRUM|1105.20| blithely regular
part_206|206|chiffon coral wheat peru lavender|Manufacturer#2           |Brand#25  |LARGE ANODIZED NICKEL|23|JUMBO CAN |1106.20|ng theodolites 
part_207|207|blush chocolate light coral midnight|Manufacturer#3           |Brand#35  |STANDARD PLATED COPPER|48|MED CAN   |1107.20|lar, 
part_208|208|medium pink metallic honeydew ghost|Manufacturer#3           |Brand#35  |LARGE PLATED COPPER|5|MED PACK  |1108.20|l deposits wak
part_209|209|sky plum pink lavender firebrick|Manufacturer#1           |Brand#11  |ECONOMY PLATED STEEL|6|MED CAN   |1109.20| haggle a
part_210|210|white sky mint chiffon blanched|Manufacturer#3           |Brand#32  |ECONOMY BURNISHED TIN|5|LG JAR    |1110.21|ly until the flu
part_211|211|turquoise forest orchid cream blue|Manufacturer#3           |Brand#32  |MEDIUM ANODIZED NICKEL|43|LG PKG    |1111.21|s cajole 
part_212|212|light sandy white bisque burlywood|Manufacturer#5           |Brand#53  |PROMO BRUSHED BRASS|42|JUMBO BOX |1112.21|uffily fin
part_213|213|pale midnight light ghost saddle|Manufacturer#3           |Brand#35  |SMALL POLISHED COPPER|14|WRAP CAN  |1113.21|der slyly accor
part_214|214|cornsilk tomato firebrick tan puff|Manufacturer#4           |Brand#41  |PROMO PLATED BRASS|30|LG BAG    |1114.21|quests. regular, fi
part_215|215|lace pink black orange cornflower|Manufacturer#5           |Brand#52  |ECONOMY BURNISHED NICKEL|19|SM PACK   |1115.21| the carefully i
part_216|216|tan azure slate white mint|Manufacturer#4           |Brand#45  |MEDIUM PLATED NICKEL|35|MED JAR   |1116.21|gside of the unus
part_217|217|lemon thistle sandy royal peru|Manufacturer#5           |Brand#52  |PROMO PLATED COPPER|44|MED DRUM  |1117.21|heodolites integrat
part_218|218|sandy khaki ghost cornflower metallic|Manufacturer#4           |Brand#41  |PROMO BURNISHED TIN|24|WRAP PACK |1118.21| furiously
part_219|219|cyan aquamarine red plum frosted|Manufacturer#4           |Brand#45  |PROMO ANODIZED BRASS|31|MED JAR   |1119.21|riously ironic reque
part_220|220|lemon firebrick lime white wheat|Manufacturer#1           |Brand#14  |PROMO BRUSHED BRASS|25|MED CASE  |1120.22|heodolites sleep. c
part_221|221|chartreuse azure lemon saddle dark|Manufacturer#5           |Brand#51  |PROMO BRUSHED COPPER|7|LG DRUM   |1121.22|ld asymptotes sleep ca
part_222|222|aquamarine puff antique drab beige|Manufacturer#3           |Brand#33  |LARGE ANODIZED BRASS|35|LG CASE   |1122.22|ross the ironic, un
part_223|223|rose salmon yellow turquoise grey|Manufacturer#3           |Brand#33  |LARGE ANODIZED STEEL|29|MED BAG   |1123.22|ons. even depos
part_224|224|drab lavender moccasin almond purple|Manufacturer#1           |Brand#13  |STANDARD POLISHED NICKEL|46|WRAP BOX  |1124.22|y special depos
part_225|225|cornsilk powder bisque chartreuse spring|Manufacturer#4           |Brand#45  |ECONOMY BRUSHED TIN|23|MED CASE  |1125.22|ts ca
part_226|226|blush navy indian peru lemon|Manufacturer#3           |Brand#33  |PROMO ANODIZED STEEL|7|SM PKG    |1126.22|ular packages. some
part_227|227|dim yellow aquamarine lavender peach|Manufacturer#4           |Brand#44  |SMALL BRUSHED TIN|21|LG PACK   |1127.22| silent r
part_228|228|saddle lawn blue burlywood white|Manufacturer#4           |Brand#44  |ECONOMY PLATED STEEL|12|SM DRUM   |1128.22|f the fluffily
part_229|229|orchid misty cornsilk chartreuse medium|Manufacturer#1           |Brand#15  |SMALL POLISHED STEEL|19|MED CAN   |1129.22|ng to the quick
part_230|230|thistle navy lawn sky slate|Manufacturer#5           |Brand#51  |STANDARD PLATED STEEL|20|SM PKG    |1130.23|fter the ironic pin
part_231|231|bisque blush beige honeydew slate|Manufacturer#5           |Brand#51  |MEDIUM BURNISHED COPPER|17|MED PACK  |1131.23|ffily. fur
part_232|232|ivory peru lavender orange dark|Manufacturer#5           |Brand#53  |LARGE BURNISHED NICKEL|50|SM PKG    |1132.23|r, unusual requests 
part_233|233|seashell tomato red lemon saddle|Manufacturer#3           |Brand#34  |MEDIUM ANODIZED BRASS|25|SM PACK   |1133.23|ully ironic
part_234|234|chocolate slate maroon azure goldenrod|Manufacturer#1           |Brand#13  |MEDIUM ANODIZED NICKEL|26|WRAP BOX  |1134.23| furiously special 
part_235|235|sky mint aquamarine dark cornsilk|Manufacturer#3           |Brand#32  |ECONOMY BRUSHED COPPER|4|MED JAR   |1135.23|s. carefully regular d
part_236|236|salmon antique burlywood linen peach|Manufacturer#5           |Brand#55  |ECONOMY ANODIZED STEEL|31|LG JAR    |1136.23|ss packages hag
part_237|237|yellow orchid dark light smoke|Manufacturer#2           |Brand#25  |LARGE BURNISHED TIN|49|SM DRUM   |1137.23|g the furiously
part_238|238|purple dark lawn navajo indian|Manufacturer#3           |Brand#34  |SMALL POLISHED TIN|35|LG CAN    |1138.23|d, expres
part_239|239|medium olive pink dim firebrick|Manufacturer#2           |Brand#24  |LARGE PLATED NICKEL|36|WRAP DRUM |1139.23|lites are perman
part_240|240|rose beige magenta coral sandy|Manufacturer#3           |Brand#32  |MEDIUM BURNISHED NICKEL|1|LG CAN    |1140.24|ructions.
part_241|241|purple drab puff peach tomato|Manufacturer#5           |Brand#51  |STANDARD BRUSHED COPPER|3|WRAP CASE |1141.24| quickly regular fo
part_242|242|spring green lemon medium olive|Manufacturer#3           |Brand#35  |SMALL POLISHED STEEL|42|LG BAG    |1142.24|ously final theodo
part_243|243|bisque chiffon orange misty tan|Manufacturer#3           |Brand#32  |MEDIUM ANODIZED STEEL|49|SM BOX    |1143.24|ress sentim
part_244|244|seashell ghost cyan burlywood thistle|Manufacturer#5           |Brand#51  |ECONOMY BURNISHED BRASS|48|LG BOX    |1144.24|ns use above the ir
part_245|245|beige orchid chartreuse powder slate|Manufacturer#2           |Brand#23  |PROMO BURNISHED BRASS|39|JUMBO PKG |1145.24| instructions. ca
part_246|246|burlywood orchid dark drab dodger|Manufacturer#2           |Brand#21  |PROMO BRUSHED BRASS|18|SM CAN    |1146.24|e caref
part_247|247|medium gainsboro lawn coral peach|Manufacturer#5           |Brand#53  |LARGE BURNISHED BRASS|4|JUMBO PACK|1147.24|r accounts. carefully
part_248|248|drab aquamarine red papaya pale|Manufacturer#1           |Brand#15  |SMALL PLATED BRASS|8|MED PACK  |1148.24|furiously fluffily
part_249|249|hot sandy lavender saddle rosy|Manufacturer#4           |Brand#44  |ECONOMY BURNISHED BRASS|15|LG JAR    |1149.24| excuses kindle f
part_250|250|antique goldenrod floral forest slate|Manufacturer#4           |Brand#44  |PROMO POLISHED NICKEL|35|WRAP CASE |1150.25|nstructions affix furi
part_251|251|dodger gainsboro violet steel papaya|Manufacturer#1           |Brand#15  |STANDARD BRUSHED NICKEL|41|WRAP CAN  |1151.25|inal ideas aff
part_252|252|royal sienna magenta lace brown|Manufacturer#1           |Brand#11  |PROMO PLATED NICKEL|22|WRAP DRUM |1152.25|e slyly after the de
part_253|253|blanched ghost turquoise burlywood spring|Manufacturer#4           |Brand#45  |PROMO ANODIZED TIN|16|LG PKG    |1153.25|he even, re
part_254|254|navy light red royal olive|Manufacturer#4           |Brand#44  |MEDIUM PLATED TIN|10|MED JAR   |1154.25|ly at t
part_255|255|aquamarine seashell grey navy white|Manufacturer#2           |Brand#21  |LARGE ANODIZED NICKEL|24|JUMBO CAN |1155.25|fter the c
part_256|256|royal cream lawn purple powder|Manufacturer#3           |Brand#32  |LARGE BURNISHED TIN|2|SM DRUM   |1156.25|bove the fur
part_257|257|blue gainsboro maroon green burnished|Manufacturer#4           |Brand#41  |ECONOMY POLISHED COPPER|11|SM JAR    |1157.25|riously final foxes
part_258|258|royal frosted blue pale dim|Manufacturer#4           |Brand#43  |STANDARD ANODIZED COPPER|18|WRAP DRUM |1158.25|leep blith
part_259|259|ghost puff sky linen burnished|Manufacturer#2           |Brand#23  |SMALL BURNISHED BRASS|41|WRAP PACK |1159.25|l platelets. evenly 
part_260|260|firebrick thistle lime frosted khaki|Manufacturer#5           |Brand#55  |STANDARD ANODIZED STEEL|10|LG BAG    |1160.26| haggle f
part_261|261|floral moccasin puff rosy ghost|Manufacturer#4           |Brand#41  |STANDARD POLISHED TIN|44|JUMBO PACK|1161.26|ges was i
part_262|262|drab lavender lawn purple puff|Manufacturer#5           |Brand#52  |MEDIUM PLATED NICKEL|16|JUMBO BAG |1162.26|lar theodolites. f
part_263|263|linen red plum purple steel|Manufacturer#1           |Brand#14  |ECONOMY BURNISHED COPPER|46|MED CASE  |1163.26|ly ironic the
part_264|264|plum floral sienna magenta ivory|Manufacturer#1           |Brand#14  |SMALL BURNISHED TIN|23|SM CAN    |1164.26|ake. noto
part_265|265|aquamarine magenta seashell orange royal|Manufacturer#4           |Brand#43  |SMALL POLISHED STEEL|19|WRAP CASE |1165.26| slyly ac
part_266|266|medium brown tomato cornflower moccasin|Manufacturer#4           |Brand#43  |ECONOMY BRUSHED STEEL|25|LG DRUM   |1166.26|odoli
part_267|267|pink salmon moccasin orange wheat|Manufacturer#2           |Brand#24  |LARGE POLISHED BRASS|41|JUMBO PACK|1167.26|ckly speci
part_268|268|cornsilk seashell lime aquamarine violet|Manufacturer#2           |Brand#22  |MEDIUM PLATED NICKEL|8|MED JAR   |1168.26| carefully sil
part_269|269|chartreuse navajo moccasin orchid spring|Manufacturer#1           |Brand#13  |LARGE PLATED BRASS|5|WRAP BOX  |1169.26|ully about the ca
part_270|270|mint deep white navajo floral|Manufacturer#2           |Brand#25  |PROMO BURNISHED COPPER|45|MED BAG   |1170.27|ly even pinto beans. c
part_271|271|lace floral peru dim magenta|Manufacturer#5           |Brand#52  |PROMO PLATED COPPER|32|MED PKG   |1171.27| fluffy acco
part_272|272|red purple tomato medium papaya|Manufacturer#5           |Brand#52  |LARGE POLISHED BRASS|39|LG PKG    |1172.27| furiousl
part_273|273|pink white sky burnished coral|Manufacturer#2           |Brand#25  |STANDARD BRUSHED BRASS|50|LG BOX    |1173.27|ackages along the
part_274|274|cyan lawn snow sky peru|Manufacturer#2           |Brand#23  |MEDIUM POLISHED STEEL|46|LG JAR    |1174.27|hless accounts prin
part_275|275|steel chartreuse red plum sienna|Manufacturer#4           |Brand#45  |LARGE BURNISHED BRASS|37|SM BOX    |1175.27|equests
part_276|276|orange yellow drab grey blanched|Manufacturer#2           |Brand#25  |SMALL BRUSHED COPPER|5|LG JAR    |1176.27|iously.
part_277|277|grey navy rosy red burnished|Manufacturer#4           |Brand#43  |ECONOMY ANODIZED NICKEL|49|JUMBO JAR |1177.27|arefully special dep
part_278|278|blanched lime almond moccasin floral|Manufacturer#4           |Brand#42  |STANDARD BURNISHED NICKEL|49|SM JAR    |1178.27| bold p
part_279|279|linen olive lawn blanched gainsboro|Manufacturer#3           |Brand#35  |SMALL ANODIZED BRASS|27|MED CASE  |1179.27|eans boos
part_280|280|blue azure slate lace burlywood|Manufacturer#2           |Brand#21  |STANDARD BURNISHED STEEL|33|LG CAN    |1180.28|egular, s
part_281|281|red mint brown powder rose|Manufacturer#1           |Brand#12  |SMALL PLATED STEEL|7|MED CAN   |1181.28|regula
part_282|282|steel burnished cornsilk beige lace|Manufacturer#1           |Brand#11  |SMALL BRUSHED COPPER|44|WRAP CAN  |1182.28|packages. final ex
part_283|283|metallic burlywood lavender midnight cornsilk|Manufacturer#1           |Brand#12  |SMALL PLATED TIN|8|SM DRUM   |1183.28| above the i
part_284|284|burlywood chocolate almond ivory coral|Manufacturer#5           |Brand#51  |ECONOMY POLISHED COPPER|9|MED DRUM  |1184.28|its haggle fu
part_285|285|cream seashell orange frosted brown|Manufacturer#2           |Brand#25  |LARGE ANODIZED TIN|42|SM PACK   |1185.28| the furiously fi
part_286|286|chocolate cornsilk goldenrod violet puff|Manufacturer#5           |Brand#53  |MEDIUM POLISHED TIN|1|WRAP CASE |1186.28| foxes. regular, fi
part_287|287|misty snow thistle burlywood wheat|Manufacturer#1           |Brand#15  |SMALL PLATED NICKEL|27|SM DRUM   |1187.28|y even foxes. final,
