orders_rownum|o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment
orders_113334|453287|2635|F|190142.18|1993-09-01|4-NOT SPECIFIED|Clerk#000000553|0|nding decoys integrate blithely. fur
orders_113431|453696|3338|F|205365.92|1995-01-16|5-LOW          |Clerk#000000108|0|ding to the slyly sp
orders_114508|457989|5587|F|326665.02|1994-12-24|1-URGENT       |Clerk#000000804|0|beans haggle. even deposits
orders_114764|459013|4804|F|88647.42|1993-09-13|1-URGENT       |Clerk#000000106|0|ly even dependencies thrash among the carefully un
orders_115482|461892|8248|F|151007.08|1994-06-30|3-MEDIUM       |Clerk#000000642|0|quickly along the quickly fina
orders_116093|464327|12737|O|80552.17|1997-10-23|2-HIGH         |Clerk#000000038|0|y regular accounts alongsid
orders_116147|464549|679|O|44835.23|1997-07-31|5-LOW          |Clerk#000000077|0|even ideas. furiously fi
orders_116664|466626|3880|O|20399.46|1997-07-11|2-HIGH         |Clerk#000000250|0|posits affix fluffil
orders_118002|471972|6439|F|201489.11|1995-02-08|5-LOW          |Clerk#000000176|0|riously. blithely regular plate
orders_118466|473828|9958|F|39444.84|1992-04-18|1-URGENT       |Clerk#000000479|0|fter the slyly regular requests;
orders_118569|474243|5008|F|150766.25|1995-01-24|2-HIGH         |Clerk#000000766|0|lithely express requ
orders_119390|477536|1610|O|263291.91|1998-01-09|2-HIGH         |Clerk#000000986|0|ly final accounts sleep finally. dogged
orders_119601|478371|12793|F|45201.94|1992-05-09|2-HIGH         |Clerk#000000539|0|al accounts. blithe
orders_120636|482502|5477|O|217454.34|1997-04-22|3-MEDIUM       |Clerk#000000307|0|usly express theodolites after the
orders_121040|484130|10964|O|142539.76|1997-04-06|2-HIGH         |Clerk#000000013|0|round the ironic pa
orders_121349|485351|3062|F|8433.61|1995-01-14|3-MEDIUM       |Clerk#000000830|0|s haggle express pack
orders_121758|487008|11143|F|159269.83|1992-08-03|3-MEDIUM       |Clerk#000000191|0|ic, pending excuses sleep fur
orders_121920|487650|9161|O|183242.10|1996-10-06|3-MEDIUM       |Clerk#000000488|0|s the regular, blithe
orders_122735|490913|9968|F|38694.60|1994-12-22|5-LOW          |Clerk#000000827|0|ar accounts. carefully regular reques
orders_123023|492065|10420|F|95278.76|1995-01-09|1-URGENT       |Clerk#000000007|0|lyly pending foxes. fin
orders_123320|493250|3541|O|175292.20|1997-08-02|2-HIGH         |Clerk#000000250|0| across the ironic 
orders_123409|493603|1037|F|221941.60|1994-02-13|2-HIGH         |Clerk#000000721|0|ecial accounts are sly
orders_124132|496486|7618|F|257304.32|1993-01-25|4-NOT SPECIFIED|Clerk#000000082|0| deposits. final, unusual plat
orders_125036|500102|10993|F|186000.07|1992-07-25|2-HIGH         |Clerk#000000545|0|ld pinto beans. slyl
orders_125681|502691|7876|F|120355.03|1992-06-22|3-MEDIUM       |Clerk#000000058|0|lithely pending foxes boost slyl
orders_125889|503523|14600|F|94965.05|1993-04-20|5-LOW          |Clerk#000000847|0|e fluffily final pinto beans 
orders_125989|503911|4084|F|14810.87|1992-09-23|3-MEDIUM       |Clerk#000000620|0|ronic ideas cajole b
orders_126092|504326|4367|F|75932.59|1994-12-29|3-MEDIUM       |Clerk#000000669|0|elets sublate unusual
orders_126869|507458|3529|F|246668.20|1994-09-28|4-NOT SPECIFIED|Clerk#000000207|0|y. carefully special pac
orders_127050|508167|2339|O|154869.24|1996-10-01|4-NOT SPECIFIED|Clerk#000000653|0|s sleep according t
orders_127244|508961|11375|O|115699.41|1995-12-29|2-HIGH         |Clerk#000000400|0|lithely final instru
orders_127395|509568|10387|O|247523.05|1995-12-15|4-NOT SPECIFIED|Clerk#000000455|0|s foxes. enticing pla
orders_127800|511173|4778|O|72183.38|1995-12-17|3-MEDIUM       |Clerk#000000210|0|totes sleep about the qu
orders_128057|512198|3193|O|220619.91|1995-12-31|3-MEDIUM       |Clerk#000000223|0|cajole never; ironic pinto beans sle
orders_128361|513414|13729|F|4821.16|1993-12-30|2-HIGH         |Clerk#000000253|0|nic packages. unusual
orders_129112|516421|14647|F|23273.27|1994-06-17|5-LOW          |Clerk#000000147|0|pendencies sleep. flu
orders_129151|516580|9547|F|7453.69|1992-11-13|4-NOT SPECIFIED|Clerk#000000174|0|s, express accounts 
orders_130016|520037|673|F|10847.08|1993-10-24|4-NOT SPECIFIED|Clerk#000000589|0|ly final excuses wake fluff
orders_130386|521511|10762|F|27333.03|1993-06-15|2-HIGH         |Clerk#000000063|0|ly regular packages wak
orders_130638|522531|14620|F|224622.56|1993-10-23|4-NOT SPECIFIED|Clerk#000000799|0| wake carefully ironic e
orders_130787|523136|14371|O|303797.73|1996-02-13|4-NOT SPECIFIED|Clerk#000000523|0|ions nag. slyly final in
orders_130944|523749|9733|F|192210.27|1994-09-08|1-URGENT       |Clerk#000000516|0|silent packages abou
orders_133385|533510|13363|O|239940.60|1998-03-15|3-MEDIUM       |Clerk#000000200|0|se idly. slyly ironic re
orders_133896|535558|14042|O|87780.87|1998-07-06|2-HIGH         |Clerk#000000699|0|ly bold deposits co
orders_134102|536388|9802|P|133182.52|1995-04-15|1-URGENT       |Clerk#000000011|0|xpress packages. care
orders_134708|538818|2684|O|124299.26|1998-04-14|3-MEDIUM       |Clerk#000000618|0|x slyly furiously pending depo
orders_135856|543398|10874|F|179031.69|1994-10-10|5-LOW          |Clerk#000000148|0|uctions sleep alongside of 
orders_136018|544064|5614|F|28060.52|1994-01-06|1-URGENT       |Clerk#000000283|0|regular, quiet reques
orders_136371|545473|2368|O|254474.99|1995-06-24|4-NOT SPECIFIED|Clerk#000000654|0|usual instructions haggle 
orders_138039|552133|913|F|185116.63|1992-12-11|3-MEDIUM       |Clerk#000000033|0|g. fluffily bold acc
orders_138120|552454|12955|F|154296.90|1994-09-22|4-NOT SPECIFIED|Clerk#000000819|0|sts. carefully regular courts hagg
orders_138850|555392|11647|F|201840.15|1993-07-17|5-LOW          |Clerk#000000999|0|. slyly regular deposit
orders_139622|558468|292|O|14565.57|1995-10-17|5-LOW          |Clerk#000000555|0|ajole. blithely eve
orders_140234|560928|656|O|109417.24|1996-10-30|3-MEDIUM       |Clerk#000000210|0|kly above the orbits. 
orders_140286|561124|9388|O|357500.43|1998-01-02|3-MEDIUM       |Clerk#000000969|0|ronic deposits according to t
orders_140697|562759|14971|F|50607.03|1993-04-17|2-HIGH         |Clerk#000000453|0|unts are slyly from the iro
orders_141320|565280|7424|O|34149.76|1995-11-04|3-MEDIUM       |Clerk#000000641|0| final, silent deposit
orders_141383|565511|5018|O|280626.61|1997-09-17|4-NOT SPECIFIED|Clerk#000000084|0|tions. quickly speci
orders_142142|568550|13508|F|350059.98|1994-12-16|2-HIGH         |Clerk#000000112|0|y regular requests. ironic, reg
orders_143209|572833|5896|O|186274.58|1998-01-01|5-LOW          |Clerk#000000522|0|ole. unusual, regul
orders_143774|575078|8324|O|153264.85|1997-12-03|5-LOW          |Clerk#000000324|0|ironic, special requ
orders_144836|579332|5192|F|44194.54|1994-04-06|1-URGENT       |Clerk#000000893|0|ronic deposits wake q
orders_145544|582176|13162|F|205944.10|1992-07-29|2-HIGH         |Clerk#000000030|0| beans alongside of
orders_145747|582979|5906|F|107810.32|1993-02-09|3-MEDIUM       |Clerk#000000053|0|ly ironic instructions. quickly bold theodol
orders_145950|583782|13052|O|51362.91|1996-08-10|3-MEDIUM       |Clerk#000000882|0|sts alongside of the blithel
orders_146261|585029|3187|F|187966.86|1993-09-20|4-NOT SPECIFIED|Clerk#000000211|0|s above the careful
orders_147027|588099|1777|O|69852.85|1995-11-19|4-NOT SPECIFIED|Clerk#000000445|0|ithely special instruct
orders_147700|590788|6026|F|44375.46|1994-06-05|2-HIGH         |Clerk#000000398|0|ong the regular acco
orders_148330|593314|9392|O|76309.50|1998-07-11|1-URGENT       |Clerk#000000927|0|re slyly bold, ironic
orders_148887|595527|2087|F|107612.26|1994-11-09|2-HIGH         |Clerk#000000386|0| regular pinto beans.
orders_149711|598823|2284|O|79302.76|1996-09-28|4-NOT SPECIFIED|Clerk#000000585|0| boost to the slyly expres
orders_149969|599873|11290|F|32677.95|1992-06-12|1-URGENT       |Clerk#000000065|0|inal theodolites bo
orders_149970|599874|1682|F|154197.54|1993-12-12|5-LOW          |Clerk#000000051|0|permanent courts about
orders_149971|599875|1789|F|45884.28|1993-01-12|4-NOT SPECIFIED|Clerk#000000619|0|e alongside of the asymptotes. carefully pending foxes was slyly accord
orders_149972|599876|1051|F|203970.52|1994-08-19|2-HIGH         |Clerk#000000526|0|mong the quickly even requests. fi
orders_149973|599877|1222|O|201307.61|1998-03-16|2-HIGH         |Clerk#000000212|0| furiously regular dependencies above the carefully final de
orders_149974|599878|12061|F|5800.44|1994-10-05|4-NOT SPECIFIED|Clerk#000000571|0|osits. regular dugouts are
orders_149975|599879|11056|F|71370.62|1993-10-05|1-URGENT       |Clerk#000000619|0| blithely regular dependenc
orders_149976|599904|12055|F|194025.27|1992-06-13|1-URGENT       |Clerk#000000661|0|pinto beans affix furiously ironic
orders_149977|599905|2521|F|277738.98|1994-05-03|5-LOW          |Clerk#000000101|0|ully along the blithely unus
orders_149978|599906|1762|O|111826.46|1998-02-06|4-NOT SPECIFIED|Clerk#000000536|0|en, regular ideas hinder always quickly un
orders_149979|599907|13006|O|139772.41|1997-07-24|4-NOT SPECIFIED|Clerk#000000920|0|ve the bold, silent accounts. furiously ironic ideas are a
orders_149980|599908|11044|O|47768.91|1997-02-06|4-NOT SPECIFIED|Clerk#000000422|0|e requests! fluffily ev
orders_149981|599909|5215|F|268970.40|1992-12-01|1-URGENT       |Clerk#000000380|0|t ideas are among the carefully final instr
orders_149982|599910|643|F|60323.17|1993-09-26|1-URGENT       |Clerk#000000331|0|ross the special pinto beans. slyly 
orders_149983|599911|680|O|171156.38|1997-07-17|4-NOT SPECIFIED|Clerk#000000896|0|oach. regular packages alongside of the
orders_149984|599936|10060|O|139676.11|1995-07-25|2-HIGH         |Clerk#000000575|0|special attainments are even, final requests. blithely sp
orders_149985|599937|7475|P|175773.37|1995-03-28|1-URGENT       |Clerk#000000363|0|ly. blithely unusual foxes boost carefully. ironic pin
orders_149986|599938|13802|P|319671.90|1995-03-23|4-NOT SPECIFIED|Clerk#000000220|0|l ideas. slyly even instru
orders_149987|599939|12638|O|141503.68|1997-05-11|1-URGENT       |Clerk#000000530|0|longside of the slyly silent theodolites. theodolites sleep c
orders_149988|599940|6140|P|171692.26|1995-05-19|5-LOW          |Clerk#000000936|0|ronic packages wake furiously
orders_1|1|3691|O|194029.55|1996-01-02|5-LOW          |Clerk#000000951|0|nstructions sleep furiously among 
orders_2|2|7801|O|60951.63|1996-12-01|1-URGENT       |Clerk#000000880|0| foxes. pending accounts at the pending, silent asymptot
orders_3|3|12332|F|247296.05|1993-10-14|5-LOW          |Clerk#000000955|0|sly final accounts boost. carefully regular ideas cajole carefully. depos
orders_4|4|13678|O|53829.87|1995-10-11|5-LOW          |Clerk#000000124|0|sits. slyly regular warthogs cajole. regular, regular theodolites acro
orders_5|5|4450|F|139660.54|1994-07-30|5-LOW          |Clerk#000000925|0|quickly. bold deposits sleep slyly. packages use slyly
orders_6|6|5563|F|65843.52|1992-02-21|4-NOT SPECIFIED|Clerk#000000058|0|ggle. special, final requests are against the furiously specia
orders_7|7|3914|O|231037.28|1996-01-10|2-HIGH         |Clerk#000000470|0|ly special requests 
orders_8|32|13006|O|166802.63|1995-07-16|2-HIGH         |Clerk#000000616|0|ise blithely bold, regular requests. quickly unusual dep
orders_9|33|6697|F|118518.56|1993-10-27|3-MEDIUM       |Clerk#000000409|0|uriously. furiously final request
orders_10|34|6101|O|75662.77|1998-07-21|3-MEDIUM       |Clerk#000000223|0|ly final packages. fluffily final deposits wake blithely ideas. spe
orders_11|35|12760|O|192885.43|1995-10-23|4-NOT SPECIFIED|Clerk#000000259|0|zzle. carefully enticing deposits nag furio
orders_12|36|11527|O|72196.43|1995-11-03|1-URGENT       |Clerk#000000358|0| quick packages are blithely. slyly silent accounts wake qu
orders_13|37|8612|F|156440.15|1992-06-03|3-MEDIUM       |Clerk#000000456|0|kly regular pinto beans. carefully unusual waters cajole never
orders_14|38|12484|O|64695.26|1996-08-21|4-NOT SPECIFIED|Clerk#000000604|0|haggle blithely. furiously express ideas haggle blithely furiously regular re
orders_15|39|8177|O|307811.89|1996-09-20|3-MEDIUM       |Clerk#000000659|0|ole express, ironic requests: ir
orders_16|64|3212|F|30616.90|1994-07-16|3-MEDIUM       |Clerk#000000661|0|wake fluffily. sometimes ironic pinto beans about the dolphin
orders_17|65|1627|P|99763.79|1995-03-18|1-URGENT       |Clerk#000000632|0|ular requests are blithely pending orbits-- even requests against the deposit
orders_18|66|12920|F|100991.26|1994-01-20|5-LOW          |Clerk#000000743|0|y pending requests integrate
orders_19|67|5662|O|167270.36|1996-12-19|4-NOT SPECIFIED|Clerk#000000547|0|symptotes haggle slyly around the furiously iron
orders_20|68|2855|O|305815.83|1998-04-18|3-MEDIUM       |Clerk#000000440|0| pinto beans sleep carefully. blithely ironic deposits haggle furiously acro
orders_21|69|8449|F|228015.94|1994-06-04|4-NOT SPECIFIED|Clerk#000000330|0| depths atop the slyly thin deposits detect among the furiously silent accou
orders_22|70|6434|F|133507.10|1993-12-18|5-LOW          |Clerk#000000322|0| carefully ironic request
orders_23|71|338|O|244449.86|1998-01-24|4-NOT SPECIFIED|Clerk#000000271|0| express deposits along the blithely regul
orders_24|96|10778|F|72504.36|1994-04-17|2-HIGH         |Clerk#000000395|0|oost furiously. pinto
orders_25|97|2107|F|128590.11|1993-01-29|3-MEDIUM       |Clerk#000000547|0|hang blithely along the regular accounts. furiously even ideas after the
orders_26|98|10448|F|62956.90|1994-09-25|1-URGENT       |Clerk#000000448|0|c asymptotes. quickly regular packages should have to nag re
orders_27|99|8891|F|136624.34|1994-03-13|4-NOT SPECIFIED|Clerk#000000973|0|e carefully ironic packages. pending
orders_28|100|14701|O|204408.59|1998-02-28|4-NOT SPECIFIED|Clerk#000000577|0|heodolites detect slyly alongside of the ent
orders_29|101|2800|O|142434.13|1996-03-17|3-MEDIUM       |Clerk#000000419|0|ding accounts above the slyly final asymptote
orders_30|102|73|O|172239.95|1997-05-09|2-HIGH         |Clerk#000000596|0| slyly according to the asymptotes. carefully final packages integrate furious
orders_31|103|2911|O|147675.81|1996-06-20|4-NOT SPECIFIED|Clerk#000000090|0|ges. carefully unusual instructions haggle quickly regular f
orders_32|128|7396|F|57495.50|1992-06-15|1-URGENT       |Clerk#000000385|0|ns integrate fluffily. ironic asymptotes after the regular excuses nag around 
orders_33|129|7114|F|273469.52|1992-11-19|5-LOW          |Clerk#000000859|0|ing tithes. carefully pending deposits boost about the silently express 
orders_34|130|3697|F|169065.69|1992-05-08|2-HIGH         |Clerk#000000036|0|le slyly unusual, regular packages? express deposits det
orders_35|131|9275|F|143898.91|1994-06-08|3-MEDIUM       |Clerk#000000625|0|after the fluffily special foxes integrate s
orders_36|132|2641|F|180897.80|1993-06-11|3-MEDIUM       |Clerk#000000488|0|sits are daringly accounts. carefully regular foxes sleep slyly about the
orders_37|133|4400|O|120535.39|1997-11-29|1-URGENT       |Clerk#000000738|0|usly final asymptotes 
orders_38|134|620|F|203218.79|1992-05-01|4-NOT SPECIFIED|Clerk#000000711|0|lar theodolites boos
orders_39|135|6049|O|280793.15|1995-10-21|4-NOT SPECIFIED|Clerk#000000804|0|l platelets use according t
orders_40|160|8251|O|114252.21|1996-12-19|4-NOT SPECIFIED|Clerk#000000342|0|thely special sauternes wake slyly of t
orders_41|161|1663|F|22632.04|1994-08-31|2-HIGH         |Clerk#000000322|0|carefully! special instructions sin
orders_42|162|1412|O|3658.13|1995-05-08|3-MEDIUM       |Clerk#000000378|0|nts hinder fluffily ironic instructions. express, express excuses 
orders_43|163|8776|O|172394.12|1997-09-05|3-MEDIUM       |Clerk#000000379|0|y final packages. final foxes since the quickly even
orders_44|164|79|F|315228.81|1992-10-21|5-LOW          |Clerk#000000209|0|cajole ironic courts. slyly final ideas are slyly. blithely final Tiresias sub
orders_45|165|2725|F|204566.92|1993-01-30|4-NOT SPECIFIED|Clerk#000000292|0|across the blithely regular accounts. bold
orders_46|166|10783|O|152280.99|1995-09-12|2-HIGH         |Clerk#000000440|0|lets. ironic, bold asymptotes kindle
orders_47|167|11941|F|53697.73|1993-01-04|4-NOT SPECIFIED|Clerk#000000731|0|s nag furiously bold excuses. fluffily iron
orders_144|576|2953|O|28020.36|1997-05-13|3-MEDIUM       |Clerk#000000955|0|l requests affix regular requests. final account
orders_48|192|8257|O|151014.95|1997-11-25|5-LOW          |Clerk#000000483|0|y unusual platelets among the final instructions integrate rut
orders_49|193|7907|F|60599.97|1993-08-08|1-URGENT       |Clerk#000000025|0|the furiously final pin
orders_50|194|6173|F|169409.25|1992-04-05|3-MEDIUM       |Clerk#000000352|0|egular requests haggle slyly regular, regular pinto beans. asymptote
orders_52|196|6484|F|55238.37|1993-03-17|2-HIGH         |Clerk#000000988|0|beans boost at the foxes. silent foxes
orders_53|197|3253|P|162567.01|1995-04-07|2-HIGH         |Clerk#000000969|0|solve quickly about the even braids. carefully express deposits affix care
orders_54|198|11023|O|167234.32|1998-01-02|4-NOT SPECIFIED|Clerk#000000331|0|its. carefully ironic requests sleep. furiously express fox
orders_55|199|5297|O|93001.13|1996-03-07|2-HIGH         |Clerk#000000489|0|g theodolites. special packag
orders_56|224|248|F|232428.88|1994-06-18|4-NOT SPECIFIED|Clerk#000000642|0|r the quickly thin courts. carefully
orders_57|225|3304|P|229717.70|1995-05-25|1-URGENT       |Clerk#000000177|0|s. blithely ironic accounts wake quickly fluffily special acc
orders_58|226|12748|F|255602.24|1993-03-10|2-HIGH         |Clerk#000000756|0|s are carefully at the blithely ironic acc
orders_59|227|989|O|59478.59|1995-11-10|5-LOW          |Clerk#000000919|0| express instructions. slyly regul
orders_60|228|4408|F|3803.63|1993-02-25|1-URGENT       |Clerk#000000562|0|es was slyly among the regular foxes. blithely regular dependenci
orders_61|229|11173|F|217643.52|1993-12-29|1-URGENT       |Clerk#000000628|0|he fluffily even instructions. furiously i
orders_62|230|10255|F|176248.58|1993-10-27|1-URGENT       |Clerk#000000520|0|odolites. carefully quick requ
orders_63|231|9082|F|212400.50|1994-09-29|2-HIGH         |Clerk#000000446|0| packages haggle slyly after the carefully ironic instruct
